"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @mparis46: Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally” https://t.co/RkSUc7xsdl via @ABC News",FALSE,0,NA,2016-10-15 07:11:43,FALSE,NA,"787189193067769856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sam0274",8,TRUE,FALSE,NA,NA
"2","Mike Pence is an extension of Donald Trump. https://t.co/H0jSpiSD6Y",FALSE,0,NA,2016-10-15 07:11:43,FALSE,NA,"787189191687806977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChicadeMex",0,FALSE,FALSE,NA,NA
"3","RT @BuzzFeedNews: Here are the women who say Donald Trump made unwanted sexual advances toward them https://t.co/AIwwdevvUl",FALSE,0,NA,2016-10-15 07:11:43,FALSE,NA,"787189191280955392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClaudiUghh",149,TRUE,FALSE,NA,NA
"4","I liked a @YouTube video https://t.co/BULsGZ4BfA Real Time with Bill Maher: Donald Trump Sexual Assault Again (HBO)",FALSE,0,NA,2016-10-15 07:11:42,FALSE,NA,"787189189351727104",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RyanPasya",0,FALSE,FALSE,NA,NA
"5","Perdón @meryelvis @_josegalan ¿Lecciones de Donald Trump? ¿Es qué este individuo puede dar lecciones de algo? Es un simple populista",FALSE,0,"meryelvis",2016-10-15 07:11:41,FALSE,"786998305821564928","787189185564336128","362160010","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JAFdez1973",0,FALSE,FALSE,NA,NA
"6","Actress from leaked tape speaks out
https://t.co/cYPo0nSSlv",FALSE,0,NA,2016-10-15 07:11:41,FALSE,NA,"787189185522184192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sayedsdt",0,FALSE,FALSE,NA,NA
"7","RT @TIME: See the Michelle Obama's full speech taking down Donald Trump over his comments on women https://t.co/gU5yXHhDlG",FALSE,0,NA,2016-10-15 07:11:41,FALSE,NA,"787189185497227264",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","janeheady",386,TRUE,FALSE,NA,NA
"8","RT @ShaneClaiborne: My friend's kid said: 
""God loves Donald Trump.""

and then went on to say...

""But that doesn't mean God wants him to b…",FALSE,0,NA,2016-10-15 07:11:40,FALSE,NA,"787189180464062468",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ciocia",357,TRUE,FALSE,NA,NA
"9","RT @ClaraJeffery: https://t.co/i2SUWYJDQz https://t.co/tI2vrfFisl",FALSE,0,NA,2016-10-15 07:11:40,FALSE,NA,"787189180254216193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bedheadred13",36,TRUE,FALSE,NA,NA
"10","@curtisgray468 https://t.co/8pwDzYHUZE",FALSE,0,"curtisgray468",2016-10-15 07:11:40,FALSE,"787188858672873472","787189179599953920","2390515224","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dave_Poison",0,FALSE,FALSE,NA,NA
"11","RT @SheikhHaram: ""Grab her by the ankle""

-Donald Trump",FALSE,0,NA,2016-10-15 07:11:40,FALSE,NA,"787189178752786432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nazzyfoxx",106,TRUE,FALSE,NA,NA
"12","RT @paul_lander: Donald Trump Jr: Women Who Can’t ‘Handle’ Harassment ‘Don’t Belong In The Workforce’
And, that's the smart son...",FALSE,0,NA,2016-10-15 07:11:40,FALSE,NA,"787189178245193728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MBesterman",13,TRUE,FALSE,NA,NA
