"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2509","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 12:33:08,FALSE,NA,"783646200100560896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nicolesingque",533,TRUE,FALSE,NA,NA
"2510","RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…",FALSE,0,NA,2016-10-05 12:30:13,FALSE,NA,"783645466294562816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bless_meli",453,TRUE,FALSE,NA,NA
"2511","RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…",FALSE,0,NA,2016-10-05 12:29:17,FALSE,NA,"783645231509975040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","amazinec",453,TRUE,FALSE,NA,NA
"2512","RT @soshikeychain: 14 Inspirational Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/KUoBWC297F the best huhu",FALSE,0,NA,2016-10-05 12:29:09,FALSE,NA,"783645198890913792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janSunshiner08",6,TRUE,FALSE,NA,NA
"2513","14 Inspirational Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/KUoBWC297F the best huhu",FALSE,9,NA,2016-10-05 12:24:21,FALSE,NA,"783643990138589184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soshikeychain",6,FALSE,FALSE,NA,NA
"2514","RT @gabbyygabbss: Hindi lahat sweet ay loyal sa'yo. Tandaan, sweet nga ang candy pero nakabalot naman sa plastic. -Senator Miriam Defensor…",FALSE,0,NA,2016-10-05 12:21:59,FALSE,NA,"783643397307236352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i_kione",1,TRUE,FALSE,NA,NA
"2515","Hindi lahat sweet ay loyal sa'yo. Tandaan, sweet nga ang candy pero nakabalot naman sa plastic. -Senator Miriam Defensor Santiago",FALSE,2,NA,2016-10-05 12:20:52,FALSE,NA,"783643115198349314",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gabbyygabbss",1,FALSE,FALSE,NA,NA
"2516","RT @BuzzFeedPH: 14 Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/KT1pDgNx2S https://t.co/MJL8SxKFXr",FALSE,0,NA,2016-10-05 12:20:07,FALSE,NA,"783642927151013888",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nothingworkswtf",61,TRUE,FALSE,NA,NA
"2517","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 12:17:26,FALSE,NA,"783642249749934080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","akotimooy",533,TRUE,FALSE,NA,NA
"2518","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 12:12:31,FALSE,NA,"783641013151686656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lagrimaslyka",533,TRUE,FALSE,NA,NA
